,sal,rooz,Month,mahabad_Debi
3366,1383,19,4,3.7
3367,1383,20,4,4.1
3368,1383,21,4,2.8
3369,1383,22,4,3.0
3370,1383,23,4,3.6
3371,1383,24,4,4.2
3372,1383,25,4,3.1
3373,1383,26,4,3.7
3374,1383,27,4,3.5
3375,1383,28,4,2.6
3376,1383,29,4,2.8
3377,1383,30,4,2.3
3378,1383,31,4,2.6
4309,1383,1,5,2.5
4310,1383,2,5,2.0
4311,1383,3,5,2.1
4312,1383,4,5,2.4
4313,1383,5,5,2.3
4314,1383,6,5,2.5
4315,1383,7,5,2.6
4316,1383,8,5,2.9
4317,1383,9,5,3.9
4318,1383,10,5,3.8
4319,1383,11,5,3.4
4320,1383,12,5,3.0
4321,1383,13,5,3.0
4322,1383,14,5,3.3
4323,1383,15,5,3.1
4324,1383,16,5,2.6
4325,1383,17,5,2.8
4326,1383,18,5,3.0
4327,1383,19,5,2.4
4328,1383,20,5,2.3
4329,1383,21,5,2.1
4330,1383,22,5,2.0
4331,1383,23,5,2.1
4332,1383,24,5,2.0
4333,1383,25,5,2.0
4334,1383,26,5,2.0
4335,1383,27,5,2.2
4336,1383,28,5,2.0
4337,1383,29,5,2.0
4338,1383,30,5,1.9
4339,1383,31,5,1.9
5270,1383,1,6,1.8
5271,1383,2,6,2.0
5272,1383,3,6,2.2
5273,1383,4,6,1.8
5274,1383,5,6,1.7
5275,1383,6,6,1.7
5276,1383,7,6,1.6
5277,1383,8,6,1.8
5278,1383,9,6,1.9
5279,1383,10,6,2.4
5280,1383,11,6,2.5
5281,1383,12,6,2.3
5282,1383,13,6,2.3
5283,1383,14,6,2.4
5284,1383,15,6,2.4
5285,1383,16,6,2.1
5286,1383,17,6,2.0
5287,1383,18,6,2.5
5288,1383,19,6,3.6
5289,1383,20,6,2.9
5290,1383,21,6,4.2
5291,1383,22,6,3.3
5292,1383,23,6,3.0
5293,1383,24,6,3.1
5294,1383,25,6,3.1
5295,1383,26,6,3.1
5296,1383,27,6,3.7
5297,1383,28,6,3.9
5298,1383,29,6,3.6
5299,1383,30,6,3.6
5300,1383,31,6,3.4
6231,1383,1,7,4.9
6232,1383,2,7,3.7
6233,1383,3,7,3.1
6234,1383,4,7,2.9
6235,1383,5,7,2.9
6236,1383,6,7,2.4
6237,1383,7,7,2.4
6238,1383,8,7,7.4
6239,1383,9,7,7.0
6240,1383,10,7,6.1
6241,1383,11,7,3.8
6242,1383,12,7,2.4
6243,1383,13,7,1.9
6244,1383,14,7,1.3
6245,1383,15,7,1.1
6246,1383,16,7,2.2
6247,1383,17,7,2.5
6248,1383,18,7,2.1
6249,1383,19,7,2.0
6250,1383,20,7,1.5
6251,1383,21,7,1.5
6252,1383,22,7,1.1
6253,1383,23,7,0.9
6254,1383,24,7,2.5
6255,1383,25,7,1.0
6256,1383,26,7,1.8
6257,1383,27,7,0.7
6258,1383,28,7,0.8
6259,1383,29,7,0.7
6260,1383,30,7,0.7
6261,1383,31,7,
7192,1383,1,8,0.5
7193,1383,2,8,0.7
7194,1383,3,8,1.4
7195,1383,4,8,0.8
7196,1383,5,8,0.8
7197,1383,6,8,0.7
7198,1383,7,8,0.7
7199,1383,8,8,0.6
7200,1383,9,8,0.6
7201,1383,10,8,2.1
7202,1383,11,8,2.7
7203,1383,12,8,2.5
7204,1383,13,8,2.1
7205,1383,14,8,2.4
7206,1383,15,8,2.0
7207,1383,16,8,2.2
7208,1383,17,8,1.9
7209,1383,18,8,2.0
7210,1383,19,8,4.5
7211,1383,20,8,3.2
7212,1383,21,8,2.5
7213,1383,22,8,2.4
7214,1383,23,8,2.3
7215,1383,24,8,2.3
7216,1383,25,8,2.1
7217,1383,26,8,2.1
7218,1383,27,8,3.2
7219,1383,28,8,3.8
7220,1383,29,8,5.0
7221,1383,30,8,3.1
7222,1383,31,8,
8153,1383,1,9,2.7
8154,1383,2,9,2.3
8155,1383,3,9,3.5
8156,1383,4,9,3.3
8157,1383,5,9,2.5
8158,1383,6,9,2.9
8159,1383,7,9,2.6
8160,1383,8,9,3.1
8161,1383,9,9,2.5
8162,1383,10,9,2.2
8163,1383,11,9,2.7
8164,1383,12,9,2.5
8165,1383,13,9,3.0
8166,1383,14,9,2.3
8167,1383,15,9,3.5
8168,1383,16,9,3.7
8169,1383,17,9,3.5
8170,1383,18,9,4.6
8171,1383,19,9,4.6
8172,1383,20,9,4.6
8173,1383,21,9,4.3
8174,1383,22,9,4.3
8175,1383,23,9,4.6
8176,1383,24,9,1.9
8177,1383,25,9,0.8
8178,1383,26,9,0.5
8179,1383,27,9,0.5
8180,1383,28,9,3.1
8181,1383,29,9,3.7
8182,1383,30,9,3.6
8183,1383,31,9,
9114,1383,1,10,3.7
9115,1383,2,10,2.0
9116,1383,3,10,2.0
9117,1383,4,10,1.6
9118,1383,5,10,0.5
9119,1383,6,10,1.9
9120,1383,7,10,2.1
9121,1383,8,10,2.2
9122,1383,9,10,2.4
9123,1383,10,10,2.2
9124,1383,11,10,2.8
9125,1383,12,10,2.1
9126,1383,13,10,1.8
9127,1383,14,10,2.4
9128,1383,15,10,3.9
9129,1383,16,10,2.3
9130,1383,17,10,1.9
9131,1383,18,10,2.6
9132,1383,19,10,2.0
9133,1383,20,10,1.9
9134,1383,21,10,2.2
9135,1383,22,10,1.4
9136,1383,23,10,1.6
9137,1383,24,10,1.8
9138,1383,25,10,2.6
9139,1383,26,10,1.7
9140,1383,27,10,1.4
9141,1383,28,10,1.7
9142,1383,29,10,3.7
9143,1383,30,10,3.1
9144,1383,31,10,
10075,1383,1,11,4.2
10076,1383,2,11,3.7
10077,1383,3,11,2.3
10078,1383,4,11,3.7
10079,1383,5,11,2.8
10080,1383,6,11,3.0
10081,1383,7,11,2.7
10082,1383,8,11,2.7
10083,1383,9,11,3.2
10084,1383,10,11,3.0
10085,1383,11,11,2.7
10086,1383,12,11,2.7
10087,1383,13,11,3.2
10088,1383,14,11,5.4
10089,1383,15,11,4.8
10090,1383,16,11,9.6
10091,1383,17,11,8.9
10092,1383,18,11,9.2
10093,1383,19,11,10.6
10094,1383,20,11,11.0
10095,1383,21,11,10.8
10096,1383,22,11,11.8
10097,1383,23,11,11.8
10098,1383,24,11,10.6
10099,1383,25,11,8.1
10100,1383,26,11,5.9
10101,1383,27,11,10.4
10102,1383,28,11,10.7
10103,1383,29,11,10.9
10104,1383,30,11,10.9
10105,1383,31,11,
11036,1383,1,12,10.9
11037,1383,2,12,11.0
11038,1383,3,12,13.8
11039,1383,4,12,13.6
11040,1383,5,12,12.9
11041,1383,6,12,12.6
11042,1383,7,12,12.0
11043,1383,8,12,11.7
11044,1383,9,12,11.9
11045,1383,10,12,12.3
11046,1383,11,12,12.0
11047,1383,12,12,12.3
11048,1383,13,12,12.3
11049,1383,14,12,12.0
11050,1383,15,12,12.6
11051,1383,16,12,12.0
11052,1383,17,12,11.7
11053,1383,18,12,11.1
11054,1383,19,12,11.3
11055,1383,20,12,18.2
11056,1383,21,12,65.9
11057,1383,22,12,65.4
11058,1383,23,12,47.5
11059,1383,24,12,38.8
11060,1383,25,12,39.4
11061,1383,26,12,26.5
11062,1383,27,12,17.8
11063,1383,28,12,17.0
11064,1383,29,12,16.5
11065,1383,30,12,16.5
11066,1383,31,12,
496,1384,1,1,1.5
497,1384,2,1,1.1
498,1384,3,1,1.4
499,1384,4,1,1.1
500,1384,5,1,1.1
501,1384,6,1,2.4
502,1384,7,1,4.5
503,1384,8,1,4.7
504,1384,9,1,4.8
505,1384,10,1,5.2
506,1384,11,1,4.8
507,1384,12,1,4.8
508,1384,13,1,4.8
509,1384,14,1,5.0
510,1384,15,1,4.8
511,1384,16,1,4.7
512,1384,17,1,5.0
513,1384,18,1,6.3
514,1384,19,1,5.2
515,1384,20,1,5.2
516,1384,21,1,5.0
517,1384,22,1,5.7
518,1384,23,1,8.3
519,1384,24,1,17.0
520,1384,25,1,35.5
521,1384,26,1,34.4
522,1384,27,1,20.9
523,1384,28,1,20.3
524,1384,29,1,21.1
525,1384,30,1,17.7
526,1384,31,1,15.2
1457,1384,1,2,14.6
1458,1384,2,2,14.2
1459,1384,3,2,17.0
1460,1384,4,2,18.8
1461,1384,5,2,21.6
1462,1384,6,2,15.7
1463,1384,7,2,14.4
1464,1384,8,2,16.0
1465,1384,9,2,12.3
1466,1384,10,2,9.4
1467,1384,11,2,6.4
1468,1384,12,2,4.5
1469,1384,13,2,3.4
1470,1384,14,2,2.6
1471,1384,15,2,2.0
1472,1384,16,2,4.8
1473,1384,17,2,3.2
1474,1384,18,2,3.2
1475,1384,19,2,4.1
1476,1384,20,2,3.6
1477,1384,21,2,5.0
1478,1384,22,2,5.3
1479,1384,23,2,6.2
1480,1384,24,2,3.0
1481,1384,25,2,3.7
1482,1384,26,2,5.8
1483,1384,27,2,3.4
1484,1384,28,2,2.1
1485,1384,29,2,1.6
1486,1384,30,2,1.4
1487,1384,31,2,1.4
2418,1384,1,3,1.6
2419,1384,2,3,2.5
2420,1384,3,3,2.2
2421,1384,4,3,1.8
2422,1384,5,3,1.7
2423,1384,6,3,1.7
2424,1384,7,3,1.7
2425,1384,8,3,1.7
2426,1384,9,3,1.7
2427,1384,10,3,1.7
2428,1384,11,3,1.7
2429,1384,12,3,1.6
2430,1384,13,3,1.5
2431,1384,14,3,1.6
2432,1384,15,3,1.7
2433,1384,16,3,1.7
2434,1384,17,3,1.9
2435,1384,18,3,2.0
2436,1384,19,3,2.0
2437,1384,20,3,2.0
2438,1384,21,3,2.2
2439,1384,22,3,2.2
2440,1384,23,3,2.4
2441,1384,24,3,2.5
2442,1384,25,3,2.5
2443,1384,26,3,2.9
2444,1384,27,3,2.7
2445,1384,28,3,2.5
2446,1384,29,3,2.5
2447,1384,30,3,2.4
2448,1384,31,3,2.5
3379,1384,1,4,3.3
3380,1384,2,4,3.3
3381,1384,3,4,2.9
3382,1384,4,4,2.7
3383,1384,5,4,2.6
3384,1384,6,4,2.7
3385,1384,7,4,2.6
3386,1384,8,4,2.7
3387,1384,9,4,2.6
3388,1384,10,4,2.6
3389,1384,11,4,2.3
3390,1384,12,4,2.4
3391,1384,13,4,2.6
3392,1384,14,4,2.4
3393,1384,15,4,2.4
3394,1384,16,4,2.5
3395,1384,17,4,2.6
3396,1384,18,4,2.5
3397,1384,19,4,2.7
3398,1384,20,4,2.5
3399,1384,21,4,2.4
3400,1384,22,4,2.1
3401,1384,23,4,2.1
3402,1384,24,4,2.1
3403,1384,25,4,2.2
3404,1384,26,4,2.2
3405,1384,27,4,2.3
3406,1384,28,4,2.4
3407,1384,29,4,2.6
3408,1384,30,4,3.1
3409,1384,31,4,3.0
4340,1384,1,5,3.0
4341,1384,2,5,3.0
4342,1384,3,5,3.1
4343,1384,4,5,3.4
4344,1384,5,5,3.5
4345,1384,6,5,3.3
4346,1384,7,5,3.0
4347,1384,8,5,3.0
4348,1384,9,5,3.1
4349,1384,10,5,3.2
4350,1384,11,5,3.1
4351,1384,12,5,3.0
4352,1384,13,5,2.6
4353,1384,14,5,2.5
4354,1384,15,5,2.5
4355,1384,16,5,2.7
4356,1384,17,5,2.9
4357,1384,18,5,2.9
4358,1384,19,5,3.0
4359,1384,20,5,3.3
4360,1384,21,5,2.9
4361,1384,22,5,2.9
4362,1384,23,5,2.8
4363,1384,24,5,2.7
4364,1384,25,5,2.6
4365,1384,26,5,2.5
4366,1384,27,5,2.5
4367,1384,28,5,2.8
4368,1384,29,5,3.0
4369,1384,30,5,2.9
4370,1384,31,5,2.7
5301,1384,1,6,2.9
5302,1384,2,6,3.0
5303,1384,3,6,3.2
5304,1384,4,6,3.3
5305,1384,5,6,3.2
5306,1384,6,6,3.0
5307,1384,7,6,3.0
5308,1384,8,6,3.2
5309,1384,9,6,3.1
5310,1384,10,6,3.0
5311,1384,11,6,3.2
5312,1384,12,6,3.2
5313,1384,13,6,3.1
5314,1384,14,6,2.9
5315,1384,15,6,3.1
5316,1384,16,6,3.0
5317,1384,17,6,3.0
5318,1384,18,6,3.2
5319,1384,19,6,3.2
5320,1384,20,6,3.2
5321,1384,21,6,2.5
5322,1384,22,6,2.9
5323,1384,23,6,3.2
5324,1384,24,6,3.5
5325,1384,25,6,3.6
5326,1384,26,6,3.8
5327,1384,27,6,3.6
5328,1384,28,6,3.6
5329,1384,29,6,3.7
5330,1384,30,6,3.9
5331,1384,31,6,4.2
6262,1384,1,7,3.4
6263,1384,2,7,3.9
6264,1384,3,7,3.0
6265,1384,4,7,2.4
6266,1384,5,7,2.1
6267,1384,6,7,2.0
6268,1384,7,7,1.9
6269,1384,8,7,1.7
6270,1384,9,7,1.7
6271,1384,10,7,1.6
6272,1384,11,7,1.5
6273,1384,12,7,1.7
6274,1384,13,7,1.7
6275,1384,14,7,2.1
6276,1384,15,7,2.2
6277,1384,16,7,2.2
6278,1384,17,7,2.0
6279,1384,18,7,2.2
6280,1384,19,7,2.4
6281,1384,20,7,2.2
6282,1384,21,7,1.8
6283,1384,22,7,1.8
6284,1384,23,7,1.7
6285,1384,24,7,1.7
6286,1384,25,7,1.5
6287,1384,26,7,1.7
6288,1384,27,7,1.7
6289,1384,28,7,1.7
6290,1384,29,7,1.7
6291,1384,30,7,1.7
6292,1384,31,7,
7223,1384,1,8,1.9
7224,1384,2,8,2.0
7225,1384,3,8,1.9
7226,1384,4,8,1.8
7227,1384,5,8,2.0
7228,1384,6,8,1.9
7229,1384,7,8,2.0
7230,1384,8,8,2.2
7231,1384,9,8,2.0
7232,1384,10,8,2.2
7233,1384,11,8,2.0
7234,1384,12,8,2.0
7235,1384,13,8,2.1
7236,1384,14,8,2.0
7237,1384,15,8,2.4
7238,1384,16,8,2.2
7239,1384,17,8,2.8
7240,1384,18,8,2.3
7241,1384,19,8,3.2
7242,1384,20,8,2.4
7243,1384,21,8,2.2
7244,1384,22,8,2.5
7245,1384,23,8,2.3
7246,1384,24,8,1.8
7247,1384,25,8,1.7
7248,1384,26,8,1.7
7249,1384,27,8,1.8
7250,1384,28,8,1.7
7251,1384,29,8,1.7
7252,1384,30,8,1.7
7253,1384,31,8,
8184,1384,1,9,1.7
8185,1384,2,9,1.7
8186,1384,3,9,1.7
8187,1384,4,9,1.7
8188,1384,5,9,1.7
8189,1384,6,9,1.7
8190,1384,7,9,1.8
8191,1384,8,9,1.4
8192,1384,9,9,1.4
8193,1384,10,9,1.1
8194,1384,11,9,1.1
8195,1384,12,9,1.1
8196,1384,13,9,1.1
8197,1384,14,9,1.1
8198,1384,15,9,1.0
8199,1384,16,9,0.9
8200,1384,17,9,0.9
8201,1384,18,9,0.9
8202,1384,19,9,0.8
8203,1384,20,9,0.7
8204,1384,21,9,0.7
8205,1384,22,9,0.7
8206,1384,23,9,0.9
8207,1384,24,9,0.9
8208,1384,25,9,1.0
8209,1384,26,9,1.2
8210,1384,27,9,1.2
8211,1384,28,9,0.9
8212,1384,29,9,0.8
8213,1384,30,9,0.8
8214,1384,31,9,
9145,1384,1,10,0.9
9146,1384,2,10,0.9
9147,1384,3,10,1.1
9148,1384,4,10,1.1
9149,1384,5,10,1.0
9150,1384,6,10,0.9
9151,1384,7,10,0.8
9152,1384,8,10,0.8
9153,1384,9,10,0.8
9154,1384,10,10,0.8
9155,1384,11,10,0.8
9156,1384,12,10,0.8
9157,1384,13,10,0.9
9158,1384,14,10,0.8
9159,1384,15,10,0.6
9160,1384,16,10,0.7
9161,1384,17,10,0.7
9162,1384,18,10,0.7
9163,1384,19,10,1.2
9164,1384,20,10,0.9
9165,1384,21,10,0.8
9166,1384,22,10,0.8
9167,1384,23,10,0.8
9168,1384,24,10,0.8
9169,1384,25,10,0.7
9170,1384,26,10,0.6
9171,1384,27,10,0.6
9172,1384,28,10,0.6
9173,1384,29,10,0.4
9174,1384,30,10,0.4
9175,1384,31,10,
10106,1384,1,11,0.5
10107,1384,2,11,0.4
10108,1384,3,11,0.4
10109,1384,4,11,0.5
10110,1384,5,11,0.5
10111,1384,6,11,0.6
10112,1384,7,11,0.8
10113,1384,8,11,0.6
10114,1384,9,11,0.6
10115,1384,10,11,0.3
10116,1384,11,11,0.4
10117,1384,12,11,0.4
10118,1384,13,11,0.4
10119,1384,14,11,0.9
10120,1384,15,11,4.6
10121,1384,16,11,4.3
10122,1384,17,11,2.8
10123,1384,18,11,2.2
10124,1384,19,11,3.0
10125,1384,20,11,3.5
10126,1384,21,11,2.6
10127,1384,22,11,1.9
10128,1384,23,11,1.7
10129,1384,24,11,1.4
10130,1384,25,11,1.4
10131,1384,26,11,1.4
10132,1384,27,11,1.2
10133,1384,28,11,1.3
10134,1384,29,11,1.4
10135,1384,30,11,1.1
10136,1384,31,11,
11067,1384,1,12,0.9
11068,1384,2,12,0.8
11069,1384,3,12,0.8
11070,1384,4,12,0.9
11071,1384,5,12,0.8
11072,1384,6,12,0.7
11073,1384,7,12,0.7
11074,1384,8,12,0.7
11075,1384,9,12,0.8
11076,1384,10,12,0.8
11077,1384,11,12,0.7
11078,1384,12,12,0.7
11079,1384,13,12,0.7
11080,1384,14,12,0.7
11081,1384,15,12,0.7
11082,1384,16,12,0.6
11083,1384,17,12,0.6
11084,1384,18,12,0.6
11085,1384,19,12,1.1
11086,1384,20,12,0.9
11087,1384,21,12,0.9
11088,1384,22,12,0.7
11089,1384,23,12,0.7
11090,1384,24,12,0.7
11091,1384,25,12,0.6
11092,1384,26,12,0.6
11093,1384,27,12,0.7
11094,1384,28,12,0.7
11095,1384,29,12,1.2
11096,1384,30,12,
11097,1384,31,12,
527,1385,1,1,1.42
528,1385,2,1,1.5
529,1385,3,1,1.58
530,1385,4,1,1.34
531,1385,5,1,1.65
532,1385,6,1,2.23
533,1385,7,1,2.6
534,1385,8,1,1.81
535,1385,9,1,1.65
536,1385,10,1,1.5
537,1385,11,1,1.5
538,1385,12,1,1.5
539,1385,13,1,1.58
540,1385,14,1,2.15
541,1385,15,1,2.32
542,1385,16,1,1.98
543,1385,17,1,1.65
544,1385,18,1,1.5
545,1385,19,1,1.58
546,1385,20,1,2.96
547,1385,21,1,2.07
548,1385,22,1,2.33
549,1385,23,1,12.9
550,1385,24,1,23.7
551,1385,25,1,41.2
552,1385,26,1,41.6
553,1385,27,1,49.1
554,1385,28,1,78.6
555,1385,29,1,84.9
556,1385,30,1,68.1
557,1385,31,1,40.6
1488,1385,1,2,36.2
1489,1385,2,2,24.0
1490,1385,3,2,23.1
1491,1385,4,2,28.9
1492,1385,5,2,32.6
1493,1385,6,2,32.0
1494,1385,7,2,24.5
1495,1385,8,2,24.5
1496,1385,9,2,24.5
1497,1385,10,2,24.3
1498,1385,11,2,24.5
1499,1385,12,2,23.6
1500,1385,13,2,23.6
1501,1385,14,2,17.3
1502,1385,15,2,15.9
1503,1385,16,2,13.1
1504,1385,17,2,11.4
1505,1385,18,2,7.18
1506,1385,19,2,4.78
1507,1385,20,2,2.41
1508,1385,21,2,1.98
1509,1385,22,2,1.42
1510,1385,23,2,1.5
1511,1385,24,2,1.19
1512,1385,25,2,1.19
1513,1385,26,2,1.5
1514,1385,27,2,1.42
1515,1385,28,2,1.5
1516,1385,29,2,2.87
1517,1385,30,2,7.42
1518,1385,31,2,8.03
2449,1385,1,3,6.67
2450,1385,2,3,3.05
2451,1385,3,3,2.15
2452,1385,4,3,1.99
2453,1385,5,3,2.18
2454,1385,6,3,1.5
2455,1385,7,3,1.74
2456,1385,8,3,1.81
2457,1385,9,3,2.87
2458,1385,10,3,2.5
2459,1385,11,3,1.43
2460,1385,12,3,1.34
2461,1385,13,3,1.2
2462,1385,14,3,1.19
2463,1385,15,3,1.12
2464,1385,16,3,1.2
2465,1385,17,3,1.05
2466,1385,18,3,0.914
2467,1385,19,3,0.982
2468,1385,20,3,0.982
2469,1385,21,3,0.785
2470,1385,22,3,0.659
2471,1385,23,3,0.596
2472,1385,24,3,0.986
2473,1385,25,3,0.782
2474,1385,26,3,0.848
2475,1385,27,3,0.982
2476,1385,28,3,1.12
2477,1385,29,3,1.26
2478,1385,30,3,1.35
2479,1385,31,3,1.42
3410,1385,1,4,1.35
3411,1385,2,4,1.26
3412,1385,3,4,1.35
3413,1385,4,4,1.65
3414,1385,5,4,2.52
3415,1385,6,4,1.58
3416,1385,7,4,1.05
3417,1385,8,4,1.13
3418,1385,9,4,0.916
3419,1385,10,4,1.12
3420,1385,11,4,1.13
3421,1385,12,4,1.05
3422,1385,13,4,1.05
3423,1385,14,4,0.914
3424,1385,15,4,0.848
3425,1385,16,4,0.914
3426,1385,17,4,0.982
3427,1385,18,4,1.05
3428,1385,19,4,0.848
3429,1385,20,4,0.914
3430,1385,21,4,1.34
3431,1385,22,4,1.12
3432,1385,23,4,1.2
3433,1385,24,4,1.34
3434,1385,25,4,1.2
3435,1385,26,4,1.2
3436,1385,27,4,1.12
3437,1385,28,4,1.19
3438,1385,29,4,1.35
3439,1385,30,4,1.26
3440,1385,31,4,1.35
4371,1385,1,5,1.34
4372,1385,2,5,1.12
4373,1385,3,5,1.05
4374,1385,4,5,1.12
4375,1385,5,5,0.914
4376,1385,6,5,0.982
4377,1385,7,5,1.05
4378,1385,8,5,1.12
4379,1385,9,5,0.982
4380,1385,10,5,0.848
4381,1385,11,5,0.916
4382,1385,12,5,0.914
4383,1385,13,5,1.12
4384,1385,14,5,1.13
4385,1385,15,5,0.785
4386,1385,16,5,1.19
4387,1385,17,5,1.26
4388,1385,18,5,1.05
4389,1385,19,5,0.914
4390,1385,20,5,0.916
4391,1385,21,5,1.13
4392,1385,22,5,1.05
4393,1385,23,5,1.05
4394,1385,24,5,1.19
4395,1385,25,5,1.2
4396,1385,26,5,1.13
4397,1385,27,5,1.26
4398,1385,28,5,1.35
4399,1385,29,5,1.42
4400,1385,30,5,1.26
4401,1385,31,5,1.26
5332,1385,1,6,1.19
5333,1385,2,6,1.13
5334,1385,3,6,1.66
5335,1385,4,6,1.19
5336,1385,5,6,1.19
5337,1385,6,6,1.05
5338,1385,7,6,1.12
5339,1385,8,6,1.26
5340,1385,9,6,1.12
5341,1385,10,6,1.2
5342,1385,11,6,0.986
5343,1385,12,6,0.785
5344,1385,13,6,1.05
5345,1385,14,6,1.05
5346,1385,15,6,1.19
5347,1385,16,6,1.12
5348,1385,17,6,1.05
5349,1385,18,6,1.12
5350,1385,19,6,1.12
5351,1385,20,6,1.26
5352,1385,21,6,1.42
5353,1385,22,6,1.26
5354,1385,23,6,1.42
5355,1385,24,6,1.42
5356,1385,25,6,1.65
5357,1385,26,6,1.65
5358,1385,27,6,1.73
5359,1385,28,6,1.73
5360,1385,29,6,1.89
5361,1385,30,6,2.15
5362,1385,31,6,2.15
6293,1385,1,7,4.25
6294,1385,2,7,4.05
6295,1385,3,7,3.44
6296,1385,4,7,3.05
6297,1385,5,7,3.15
6298,1385,6,7,3.15
6299,1385,7,7,3.15
6300,1385,8,7,3.15
6301,1385,9,7,3.15
6302,1385,10,7,3.05
6303,1385,11,7,3.05
6304,1385,12,7,2.87
6305,1385,13,7,2.87
6306,1385,14,7,2.68
6307,1385,15,7,2.5
6308,1385,16,7,2.5
6309,1385,17,7,2.68
6310,1385,18,7,2.41
6311,1385,19,7,2.15
6312,1385,20,7,2.15
6313,1385,21,7,2.32
6314,1385,22,7,2.41
6315,1385,23,7,2.32
6316,1385,24,7,2.32
6317,1385,25,7,2.15
6318,1385,26,7,2.15
6319,1385,27,7,2.07
6320,1385,28,7,1.89
6321,1385,29,7,1.98
6322,1385,30,7,1.89
6323,1385,31,7,
7254,1385,1,8,1.65
7255,1385,2,8,1.65
7256,1385,3,8,1.73
7257,1385,4,8,1.81
7258,1385,5,8,2.15
7259,1385,6,8,2.78
7260,1385,7,8,4.07
7261,1385,8,8,13.8
7262,1385,9,8,6.49
7263,1385,10,8,16.5
7264,1385,11,8,32.9
7265,1385,12,8,43.9
7266,1385,13,8,22.6
7267,1385,14,8,5.8
7268,1385,15,8,4.58
7269,1385,16,8,5.59
7270,1385,17,8,7.54
7271,1385,18,8,7.54
7272,1385,19,8,4.99
7273,1385,20,8,4.78
7274,1385,21,8,4.68
7275,1385,22,8,2.98
7276,1385,23,8,1.42
7277,1385,24,8,1.12
7278,1385,25,8,1.12
7279,1385,26,8,0.914
7280,1385,27,8,0.719
7281,1385,28,8,0.656
7282,1385,29,8,0.656
7283,1385,30,8,0.656
7284,1385,31,8,
8215,1385,1,9,0.596
8216,1385,2,9,0.536
8217,1385,3,9,0.423
8218,1385,4,9,0.371
8219,1385,5,9,0.319
8220,1385,6,9,0.319
8221,1385,7,9,2.83
8222,1385,8,9,4.57
8223,1385,9,9,5.1
8224,1385,10,9,5.43
8225,1385,11,9,5.43
8226,1385,12,9,5.55
8227,1385,13,9,5.21
8228,1385,14,9,5.43
8229,1385,15,9,5.55
8230,1385,16,9,5.43
8231,1385,17,9,1.35
8232,1385,18,9,0.596
8233,1385,19,9,0.319
8234,1385,20,9,0.223
8235,1385,21,9,0.223
8236,1385,22,9,0.138
8237,1385,23,9,0.066
8238,1385,24,9,0.039
8239,1385,25,9,0.012
8240,1385,26,9,0.012
8241,1385,27,9,0.012
8242,1385,28,9,0.012
8243,1385,29,9,0.304
8244,1385,30,9,0.596
8245,1385,31,9,
9176,1385,1,10,0.889
9177,1385,2,10,1.18
9178,1385,3,10,1.47
9179,1385,4,10,1.77
9180,1385,5,10,2.06
9181,1385,6,10,2.35
9182,1385,7,10,4.04
9183,1385,8,10,4.14
9184,1385,9,10,4.25
9185,1385,10,10,4.25
9186,1385,11,10,4.46
9187,1385,12,10,4.46
9188,1385,13,10,5.21
9189,1385,14,10,5.89
9190,1385,15,10,5.22
9191,1385,16,10,4.89
9192,1385,17,10,5.11
9193,1385,18,10,5.11
9194,1385,19,10,5.32
9195,1385,20,10,5.21
9196,1385,21,10,5.32
9197,1385,22,10,4.58
9198,1385,23,10,5.55
9199,1385,24,10,5.55
9200,1385,25,10,5.55
9201,1385,26,10,5.55
9202,1385,27,10,5.77
9203,1385,28,10,5.55
9204,1385,29,10,5.32
9205,1385,30,10,5.43
9206,1385,31,10,
10137,1385,1,11,5.43
10138,1385,2,11,5.55
10139,1385,3,11,5.77
10140,1385,4,11,5.43
10141,1385,5,11,5.55
10142,1385,6,11,5.55
10143,1385,7,11,5.55
10144,1385,8,11,5.32
10145,1385,9,11,6.13
10146,1385,10,11,5.89
10147,1385,11,11,5.89
10148,1385,12,11,6.0
10149,1385,13,11,5.89
10150,1385,14,11,6.0
10151,1385,15,11,6.47
10152,1385,16,11,5.66
10153,1385,17,11,6.7
10154,1385,18,11,7.3
10155,1385,19,11,7.18
10156,1385,20,11,6.94
10157,1385,21,11,6.46
10158,1385,22,11,6.58
10159,1385,23,11,5.89
10160,1385,24,11,5.77
10161,1385,25,11,5.77
10162,1385,26,11,5.77
10163,1385,27,11,5.77
10164,1385,28,11,5.77
10165,1385,29,11,5.32
10166,1385,30,11,5.32
10167,1385,31,11,
11098,1385,1,12,4.38
11099,1385,2,12,2.47
11100,1385,3,12,1.05
11101,1385,4,12,0.914
11102,1385,5,12,0.848
11103,1385,6,12,0.656
11104,1385,7,12,0.982
11105,1385,8,12,0.916
11106,1385,9,12,0.656
11107,1385,10,12,0.656
11108,1385,11,12,0.656
11109,1385,12,12,0.656
11110,1385,13,12,0.536
11111,1385,14,12,0.536
11112,1385,15,12,1.14
11113,1385,16,12,2.79
11114,1385,17,12,1.58
11115,1385,18,12,1.42
11116,1385,19,12,1.58
11117,1385,20,12,1.5
11118,1385,21,12,1.19
11119,1385,22,12,1.05
11120,1385,23,12,1.26
11121,1385,24,12,1.5
11122,1385,25,12,1.5
11123,1385,26,12,1.58
11124,1385,27,12,2.07
11125,1385,28,12,1.65
11126,1385,29,12,1.58
11127,1385,30,12,
11128,1385,31,12,
558,1386,1,1,1.13
559,1386,2,1,0.988
