,sal,rooz,Month,chehrig_olia_EV
17454,1365,2,12,
17455,1365,3,12,
17456,1365,4,12,
17457,1365,5,12,
17458,1365,6,12,
17459,1365,7,12,
17460,1365,8,12,
17461,1365,9,12,
17462,1365,10,12,
17463,1365,11,12,
17464,1365,12,12,
17465,1365,13,12,
17466,1365,14,12,
17467,1365,15,12,
17468,1365,16,12,
17469,1365,17,12,
17470,1365,18,12,
17471,1365,19,12,
17472,1365,20,12,
17473,1365,21,12,
17474,1365,22,12,
17475,1365,23,12,
17476,1365,24,12,
17477,1365,25,12,
17478,1365,26,12,
17479,1365,27,12,
17480,1365,28,12,
17481,1365,29,12,
17482,1365,30,12,
17483,1365,31,12,
93,1366,1,1,0.1
94,1366,2,1,0.1
95,1366,3,1,0.1
96,1366,4,1,0.1
97,1366,5,1,0.1
98,1366,6,1,0.1
99,1366,7,1,0.1
100,1366,8,1,0.1
101,1366,9,1,0.1
102,1366,10,1,0.1
103,1366,11,1,0.1
104,1366,12,1,0.1
105,1366,13,1,0.1
106,1366,14,1,0.1
107,1366,15,1,0.1
108,1366,16,1,0.1
109,1366,17,1,0.1
110,1366,18,1,0.1
111,1366,19,1,0.1
112,1366,20,1,0.1
113,1366,21,1,0.1
114,1366,22,1,0.1
115,1366,23,1,0.1
116,1366,24,1,0.1
117,1366,25,1,0.1
118,1366,26,1,0.1
119,1366,27,1,0.1
120,1366,28,1,0.1
121,1366,29,1,0.1
122,1366,30,1,0.1
123,1366,31,1,0.1
1674,1366,1,2,0.1
1675,1366,2,2,0.1
1676,1366,3,2,0.1
1677,1366,4,2,0.1
1678,1366,5,2,1.1
1679,1366,6,2,2.3
1680,1366,7,2,1.1
1681,1366,8,2,3.4
1682,1366,9,2,4.1
1683,1366,10,2,5.7
1684,1366,11,2,2.3
1685,1366,12,2,6.8
1686,1366,13,2,2.6
1687,1366,14,2,4.5
1688,1366,15,2,4.8
1689,1366,16,2,5.7
1690,1366,17,2,5.7
1691,1366,18,2,8.0
1692,1366,19,2,8.0
1693,1366,20,2,6.8
1694,1366,21,2,8.0
1695,1366,22,2,8.0
1696,1366,23,2,8.0
1697,1366,24,2,5.7
1698,1366,25,2,6.8
1699,1366,26,2,8.0
1700,1366,27,2,8.0
1701,1366,28,2,8.0
1702,1366,29,2,8.0
1703,1366,30,2,8.0
1704,1366,31,2,2.6
3255,1366,1,3,5.7
3256,1366,2,3,9.1
3257,1366,3,3,8.0
3258,1366,4,3,5.7
3259,1366,5,3,6.8
3260,1366,6,3,8.0
3261,1366,7,3,6.8
3262,1366,8,3,8.0
3263,1366,9,3,8.0
3264,1366,10,3,8.0
3265,1366,11,3,8.0
3266,1366,12,3,8.0
3267,1366,13,3,6.8
3268,1366,14,3,9.1
3269,1366,15,3,9.1
3270,1366,16,3,9.1
3271,1366,17,3,9.1
3272,1366,18,3,9.1
3273,1366,19,3,8.0
3274,1366,20,3,7.0
3275,1366,21,3,6.8
3276,1366,22,3,9.1
3277,1366,23,3,10.2
3278,1366,24,3,12.6
3279,1366,25,3,11.3
3280,1366,26,3,5.7
3281,1366,27,3,4.5
3282,1366,28,3,5.7
3283,1366,29,3,3.9
3284,1366,30,3,3.4
3285,1366,31,3,5.7
4836,1366,1,4,5.9
4837,1366,2,4,4.9
4838,1366,3,4,5.7
4839,1366,4,4,5.6
4840,1366,5,4,4.5
4841,1366,6,4,6.8
4842,1366,7,4,8.0
4843,1366,8,4,3.3
4844,1366,9,4,4.1
4845,1366,10,4,2.2
4846,1366,11,4,4.2
4847,1366,12,4,6.8
4848,1366,13,4,6.8
4849,1366,14,4,9.4
4850,1366,15,4,9.1
4851,1366,16,4,8.0
4852,1366,17,4,8.0
4853,1366,18,4,8.0
4854,1366,19,4,4.5
4855,1366,20,4,9.1
4856,1366,21,4,9.4
4857,1366,22,4,9.4
4858,1366,23,4,10.2
4859,1366,24,4,8.0
4860,1366,25,4,6.8
4861,1366,26,4,8.0
4862,1366,27,4,6.0
4863,1366,28,4,6.8
4864,1366,29,4,8.0
4865,1366,30,4,8.0
4866,1366,31,4,8.0
6417,1366,1,5,6.8
6418,1366,2,5,7.1
6419,1366,3,5,8.0
6420,1366,4,5,5.1
6421,1366,5,5,6.8
6422,1366,6,5,8.0
6423,1366,7,5,6.8
6424,1366,8,5,9.1
6425,1366,9,5,9.9
6426,1366,10,5,10.2
6427,1366,11,5,10.2
6428,1366,12,5,8.0
6429,1366,13,5,4.8
6430,1366,14,5,3.4
6431,1366,15,5,11.5
6432,1366,16,5,6.8
6433,1366,17,5,6.8
6434,1366,18,5,8.0
6435,1366,19,5,6.2
6436,1366,20,5,6.8
6437,1366,21,5,8.0
6438,1366,22,5,8.0
6439,1366,23,5,7.1
6440,1366,24,5,8.0
6441,1366,25,5,2.7
6442,1366,26,5,3.1
6443,1366,27,5,4.1
6444,1366,28,5,4.5
6445,1366,29,5,5.7
6446,1366,30,5,5.7
6447,1366,31,5,5.7
7998,1366,1,6,6.8
7999,1366,2,6,5.4
8000,1366,3,6,8.0
8001,1366,4,6,8.0
8002,1366,5,6,8.0
8003,1366,6,6,8.0
8004,1366,7,6,10.2
8005,1366,8,6,7.2
8006,1366,9,6,5.7
8007,1366,10,6,6.8
8008,1366,11,6,5.7
8009,1366,12,6,5.7
8010,1366,13,6,5.7
8011,1366,14,6,5.7
8012,1366,15,6,6.8
8013,1366,16,6,8.0
8014,1366,17,6,9.1
8015,1366,18,6,10.2
8016,1366,19,6,8.0
8017,1366,20,6,5.7
8018,1366,21,6,5.7
8019,1366,22,6,3.4
8020,1366,23,6,5.7
8021,1366,24,6,5.7
8022,1366,25,6,6.7
8023,1366,26,6,8.0
8024,1366,27,6,8.0
8025,1366,28,6,8.0
8026,1366,29,6,6.8
8027,1366,30,6,5.7
8028,1366,31,6,5.7
9579,1366,1,7,5.7
9580,1366,2,7,3.4
9581,1366,3,7,5.7
9582,1366,4,7,5.7
9583,1366,5,7,6.8
9584,1366,6,7,5.7
9585,1366,7,7,8.0
9586,1366,8,7,8.0
9587,1366,9,7,8.0
9588,1366,10,7,8.0
9589,1366,11,7,8.0
9590,1366,12,7,2.8
9591,1366,13,7,2.3
9592,1366,14,7,0.1
9593,1366,15,7,2.3
9594,1366,16,7,3.4
9595,1366,17,7,3.4
9596,1366,18,7,3.4
9597,1366,19,7,2.3
9598,1366,20,7,1.1
9599,1366,21,7,3.4
9600,1366,22,7,3.4
9601,1366,23,7,3.4
9602,1366,24,7,5.7
9603,1366,25,7,1.1
9604,1366,26,7,1.0
9605,1366,27,7,2.0
9606,1366,28,7,2.0
9607,1366,29,7,0.6
9608,1366,30,7,1.6
9609,1366,31,7,
11160,1366,1,8,2.0
11161,1366,2,8,1.1
11162,1366,3,8,1.2
11163,1366,4,8,0.4
11164,1366,5,8,2.3
11165,1366,6,8,0.7
11166,1366,7,8,0.4
11167,1366,8,8,3.0
11168,1366,9,8,1.5
11169,1366,10,8,3.4
11170,1366,11,8,0.1
11171,1366,12,8,0.6
11172,1366,13,8,
11173,1366,14,8,3.4
11174,1366,15,8,3.4
11175,1366,16,8,0.4
11176,1366,17,8,
11177,1366,18,8,
11178,1366,19,8,
11179,1366,20,8,
11180,1366,21,8,2.3
11181,1366,22,8,3.4
11182,1366,23,8,3.2
11183,1366,24,8,3.4
11184,1366,25,8,1.1
11185,1366,26,8,1.1
11186,1366,27,8,2.3
11187,1366,28,8,3.4
11188,1366,29,8,3.4
11189,1366,30,8,3.2
11190,1366,31,8,
12741,1366,1,9,3.4
12742,1366,2,9,3.4
12743,1366,3,9,3.4
12744,1366,4,9,2.3
12745,1366,5,9,1.1
12746,1366,6,9,0.1
12747,1366,7,9,0.1
12748,1366,8,9,0.1
12749,1366,9,9,0.1
12750,1366,10,9,0.1
12751,1366,11,9,0.1
12752,1366,12,9,0.1
12753,1366,13,9,0.1
12754,1366,14,9,0.1
12755,1366,15,9,0.1
12756,1366,16,9,0.1
12757,1366,17,9,0.1
12758,1366,18,9,0.1
12759,1366,19,9,0.1
12760,1366,20,9,0.1
12761,1366,21,9,0.1
12762,1366,22,9,0.1
12763,1366,23,9,0.1
12764,1366,24,9,0.1
12765,1366,25,9,0.1
12766,1366,26,9,0.1
12767,1366,27,9,0.1
12768,1366,28,9,0.1
12769,1366,29,9,0.1
12770,1366,30,9,0.1
12771,1366,31,9,
14322,1366,1,10,0.1
14323,1366,2,10,0.1
14324,1366,3,10,0.1
14325,1366,4,10,0.1
14326,1366,5,10,0.1
14327,1366,6,10,0.1
14328,1366,7,10,0.1
14329,1366,8,10,0.1
14330,1366,9,10,0.1
14331,1366,10,10,0.1
14332,1366,11,10,0.1
14333,1366,12,10,0.1
14334,1366,13,10,0.1
14335,1366,14,10,0.1
14336,1366,15,10,0.1
14337,1366,16,10,0.1
14338,1366,17,10,0.1
14339,1366,18,10,0.1
14340,1366,19,10,0.1
14341,1366,20,10,0.1
14342,1366,21,10,0.1
14343,1366,22,10,0.1
14344,1366,23,10,0.1
14345,1366,24,10,0.1
14346,1366,25,10,0.1
14347,1366,26,10,0.1
14348,1366,27,10,0.1
14349,1366,28,10,0.1
14350,1366,29,10,0.1
14351,1366,30,10,0.1
14352,1366,31,10,
15903,1366,1,11,0.1
15904,1366,2,11,0.1
15905,1366,3,11,0.1
15906,1366,4,11,0.1
15907,1366,5,11,0.1
15908,1366,6,11,0.1
15909,1366,7,11,0.1
15910,1366,8,11,0.1
15911,1366,9,11,0.1
15912,1366,10,11,0.1
15913,1366,11,11,0.1
15914,1366,12,11,0.1
15915,1366,13,11,0.1
15916,1366,14,11,0.1
15917,1366,15,11,0.1
15918,1366,16,11,0.1
15919,1366,17,11,0.1
15920,1366,18,11,0.1
15921,1366,19,11,0.1
15922,1366,20,11,0.1
15923,1366,21,11,0.1
15924,1366,22,11,0.1
15925,1366,23,11,0.1
15926,1366,24,11,0.1
15927,1366,25,11,0.1
15928,1366,26,11,0.1
15929,1366,27,11,0.1
15930,1366,28,11,0.1
15931,1366,29,11,0.1
15932,1366,30,11,0.1
15933,1366,31,11,
17484,1366,1,12,0.1
17485,1366,2,12,0.1
17486,1366,3,12,0.1
17487,1366,4,12,0.1
17488,1366,5,12,0.1
17489,1366,6,12,0.1
17490,1366,7,12,0.1
17491,1366,8,12,0.1
17492,1366,9,12,0.1
17493,1366,10,12,0.1
17494,1366,11,12,0.1
17495,1366,12,12,0.1
17496,1366,13,12,0.1
17497,1366,14,12,0.1
17498,1366,15,12,0.1
17499,1366,16,12,0.1
17500,1366,17,12,0.1
17501,1366,18,12,0.1
17502,1366,19,12,0.1
17503,1366,20,12,0.1
17504,1366,21,12,0.1
17505,1366,22,12,0.1
17506,1366,23,12,0.1
17507,1366,24,12,0.1
17508,1366,25,12,0.1
17509,1366,26,12,0.1
17510,1366,27,12,0.1
17511,1366,28,12,0.1
17512,1366,29,12,0.1
17513,1366,30,12,0.1
17514,1366,31,12,
124,1367,1,1,0.1
125,1367,2,1,0.1
126,1367,3,1,0.1
127,1367,4,1,0.1
128,1367,5,1,0.1
129,1367,6,1,0.1
130,1367,7,1,0.1
131,1367,8,1,0.1
132,1367,9,1,0.1
133,1367,10,1,0.1
134,1367,11,1,0.1
135,1367,12,1,1.1
136,1367,13,1,3.4
137,1367,14,1,1.5
138,1367,15,1,2.3
139,1367,16,1,3.4
140,1367,17,1,3.4
141,1367,18,1,5.7
142,1367,19,1,7.1
143,1367,20,1,4.5
144,1367,21,1,4.3
145,1367,22,1,3.4
146,1367,23,1,4.1
147,1367,24,1,4.2
148,1367,25,1,5.7
149,1367,26,1,6.8
150,1367,27,1,6.8
151,1367,28,1,5.7
152,1367,29,1,6.6
153,1367,30,1,8.0
154,1367,31,1,6.6
1705,1367,1,2,6.8
1706,1367,2,2,6.8
1707,1367,3,2,5.7
1708,1367,4,2,5.7
1709,1367,5,2,5.7
1710,1367,6,2,5.7
1711,1367,7,2,4.9
1712,1367,8,2,5.7
1713,1367,9,2,6.8
1714,1367,10,2,4.3
1715,1367,11,2,5.7
1716,1367,12,2,7.8
1717,1367,13,2,6.8
1718,1367,14,2,2.8
1719,1367,15,2,3.1
1720,1367,16,2,4.9
1721,1367,17,2,3.4
1722,1367,18,2,4.5
1723,1367,19,2,6.8
1724,1367,20,2,8.0
1725,1367,21,2,5.7
1726,1367,22,2,3.2
1727,1367,23,2,5.7
1728,1367,24,2,5.7
1729,1367,25,2,6.8
1730,1367,26,2,5.7
1731,1367,27,2,8.0
1732,1367,28,2,5.3
1733,1367,29,2,5.7
1734,1367,30,2,6.8
1735,1367,31,2,8.0
3286,1367,1,3,6.8
3287,1367,2,3,10.2
3288,1367,3,3,10.2
3289,1367,4,3,11.1
3290,1367,5,3,11.3
3291,1367,6,3,13.6
3292,1367,7,3,7.7
3293,1367,8,3,9.1
3294,1367,9,3,8.0
3295,1367,10,3,8.0
3296,1367,11,3,9.1
3297,1367,12,3,10.2
3298,1367,13,3,13.6
3299,1367,14,3,9.1
3300,1367,15,3,9.1
3301,1367,16,3,9.1
3302,1367,17,3,8.0
3303,1367,18,3,8.0
3304,1367,19,3,8.0
3305,1367,20,3,6.8
3306,1367,21,3,5.0
3307,1367,22,3,4.6
3308,1367,23,3,5.7
3309,1367,24,3,8.0
3310,1367,25,3,11.3
3311,1367,26,3,11.3
3312,1367,27,3,6.2
3313,1367,28,3,9.1
3314,1367,29,3,9.1
3315,1367,30,3,10.2
3316,1367,31,3,10.2
4867,1367,1,4,11.3
4868,1367,2,4,12.6
4869,1367,3,4,10.2
4870,1367,4,4,10.2
4871,1367,5,4,11.3
4872,1367,6,4,10.2
4873,1367,7,4,11.3
4874,1367,8,4,13.6
4875,1367,9,4,13.6
4876,1367,10,4,11.5
4877,1367,11,4,11.3
4878,1367,12,4,11.3
4879,1367,13,4,10.2
4880,1367,14,4,13.6
4881,1367,15,4,12.6
4882,1367,16,4,11.3
4883,1367,17,4,12.6
4884,1367,18,4,11.3
4885,1367,19,4,11.3
4886,1367,20,4,10.2
4887,1367,21,4,10.2
4888,1367,22,4,11.3
4889,1367,23,4,11.3
4890,1367,24,4,11.3
4891,1367,25,4,10.2
4892,1367,26,4,11.4
4893,1367,27,4,11.3
4894,1367,28,4,11.3
4895,1367,29,4,12.6
4896,1367,30,4,11.3
4897,1367,31,4,12.6
6448,1367,1,5,12.6
6449,1367,2,5,12.6
6450,1367,3,5,12.6
6451,1367,4,5,12.6
6452,1367,5,5,9.9
6453,1367,6,5,11.3
6454,1367,7,5,12.6
6455,1367,8,5,11.3
6456,1367,9,5,12.6
6457,1367,10,5,11.3
6458,1367,11,5,7.2
6459,1367,12,5,10.2
6460,1367,13,5,8.0
6461,1367,14,5,10.2
6462,1367,15,5,8.0
6463,1367,16,5,10.2
6464,1367,17,5,12.6
6465,1367,18,5,11.3
6466,1367,19,5,11.3
6467,1367,20,5,11.3
6468,1367,21,5,11.3
6469,1367,22,5,11.3
6470,1367,23,5,11.3
6471,1367,24,5,11.3
6472,1367,25,5,11.3
6473,1367,26,5,10.2
6474,1367,27,5,8.0
6475,1367,28,5,5.6
6476,1367,29,5,9.1
6477,1367,30,5,8.0
6478,1367,31,5,7.4
8029,1367,1,6,6.8
8030,1367,2,6,6.6
8031,1367,3,6,9.1
8032,1367,4,6,10.2
8033,1367,5,6,12.6
8034,1367,6,6,12.6
8035,1367,7,6,11.3
8036,1367,8,6,12.6
8037,1367,9,6,11.3
8038,1367,10,6,11.3
8039,1367,11,6,10.2
8040,1367,12,6,11.3
8041,1367,13,6,11.3
8042,1367,14,6,11.3
8043,1367,15,6,11.3
8044,1367,16,6,11.3
8045,1367,17,6,11.3
8046,1367,18,6,10.2
8047,1367,19,6,10.2
8048,1367,20,6,10.2
8049,1367,21,6,8.0
8050,1367,22,6,5.7
8051,1367,23,6,5.7
8052,1367,24,6,6.8
8053,1367,25,6,5.7
8054,1367,26,6,6.6
8055,1367,27,6,5.7
8056,1367,28,6,4.5
8057,1367,29,6,5.7
8058,1367,30,6,6.8
8059,1367,31,6,3.4
9610,1367,1,7,5.7
9611,1367,2,7,4.5
9612,1367,3,7,3.4
9613,1367,4,7,4.5
9614,1367,5,7,5.7
9615,1367,6,7,5.7
9616,1367,7,7,4.5
9617,1367,8,7,4.5
9618,1367,9,7,5.7
9619,1367,10,7,5.7
9620,1367,11,7,5.7
9621,1367,12,7,4.5
9622,1367,13,7,5.7
9623,1367,14,7,5.7
9624,1367,15,7,5.7
9625,1367,16,7,5.7
9626,1367,17,7,5.7
9627,1367,18,7,5.7
9628,1367,19,7,5.7
9629,1367,20,7,6.8
9630,1367,21,7,4.5
9631,1367,22,7,5.7
9632,1367,23,7,3.6
9633,1367,24,7,0.8
9634,1367,25,7,1.2
9635,1367,26,7,1.9
9636,1367,27,7,2.1
9637,1367,28,7,4.1
9638,1367,29,7,3.4
9639,1367,30,7,2.3
9640,1367,31,7,
11191,1367,1,8,2.3
11192,1367,2,8,3.4
11193,1367,3,8,3.4
11194,1367,4,8,2.6
11195,1367,5,8,3.4
11196,1367,6,8,5.7
11197,1367,7,8,3.4
11198,1367,8,8,3.4
11199,1367,9,8,3.4
11200,1367,10,8,5.7
11201,1367,11,8,3.4
11202,1367,12,8,5.7
11203,1367,13,8,5.7
11204,1367,14,8,2.3
11205,1367,15,8,2.3
11206,1367,16,8,1.9
11207,1367,17,8,3.1
11208,1367,18,8,2.3
11209,1367,19,8,1.1
11210,1367,20,8,0.1
11211,1367,21,8,0.1
11212,1367,22,8,0.1
11213,1367,23,8,0.1
11214,1367,24,8,0.1
11215,1367,25,8,0.1
11216,1367,26,8,0.1
11217,1367,27,8,0.1
11218,1367,28,8,0.1
11219,1367,29,8,0.1
11220,1367,30,8,0.1
11221,1367,31,8,
12772,1367,1,9,0.1
12773,1367,2,9,0.1
12774,1367,3,9,0.1
12775,1367,4,9,0.1
12776,1367,5,9,0.1
12777,1367,6,9,0.1
12778,1367,7,9,0.1
12779,1367,8,9,0.1
12780,1367,9,9,0.1
12781,1367,10,9,0.1
12782,1367,11,9,0.1
12783,1367,12,9,0.1
12784,1367,13,9,0.1
12785,1367,14,9,0.1
12786,1367,15,9,0.1
12787,1367,16,9,0.1
12788,1367,17,9,0.1
12789,1367,18,9,0.1
12790,1367,19,9,0.1
12791,1367,20,9,0.1
12792,1367,21,9,0.1
12793,1367,22,9,0.1
12794,1367,23,9,0.1
12795,1367,24,9,0.1
12796,1367,25,9,0.1
12797,1367,26,9,0.1
12798,1367,27,9,0.1
12799,1367,28,9,0.1
12800,1367,29,9,0.1
12801,1367,30,9,0.1
12802,1367,31,9,
14353,1367,1,10,0.1
14354,1367,2,10,0.1
14355,1367,3,10,0.1
14356,1367,4,10,0.1
14357,1367,5,10,0.1
14358,1367,6,10,0.1
14359,1367,7,10,0.1
14360,1367,8,10,0.1
14361,1367,9,10,0.1
14362,1367,10,10,0.1
14363,1367,11,10,0.1
14364,1367,12,10,0.1
14365,1367,13,10,0.1
14366,1367,14,10,0.1
14367,1367,15,10,0.1
14368,1367,16,10,0.1
14369,1367,17,10,0.1
14370,1367,18,10,0.1
14371,1367,19,10,0.1
14372,1367,20,10,0.1
14373,1367,21,10,0.1
14374,1367,22,10,0.1
14375,1367,23,10,0.1
14376,1367,24,10,0.1
14377,1367,25,10,0.1
14378,1367,26,10,0.1
14379,1367,27,10,0.1
14380,1367,28,10,0.1
14381,1367,29,10,0.1
14382,1367,30,10,0.1
14383,1367,31,10,
15934,1367,1,11,0.1
15935,1367,2,11,0.1
15936,1367,3,11,0.1
15937,1367,4,11,0.1
15938,1367,5,11,0.1
15939,1367,6,11,0.1
15940,1367,7,11,0.1
15941,1367,8,11,0.1
15942,1367,9,11,0.1
15943,1367,10,11,0.1
15944,1367,11,11,0.1
15945,1367,12,11,0.1
15946,1367,13,11,0.1
15947,1367,14,11,0.1
15948,1367,15,11,0.1
15949,1367,16,11,0.1
15950,1367,17,11,0.1
15951,1367,18,11,0.1
15952,1367,19,11,0.1
15953,1367,20,11,0.1
15954,1367,21,11,0.1
15955,1367,22,11,0.1
15956,1367,23,11,0.1
15957,1367,24,11,0.1
15958,1367,25,11,0.1
15959,1367,26,11,0.1
15960,1367,27,11,0.1
15961,1367,28,11,0.1
15962,1367,29,11,0.1
15963,1367,30,11,0.1
15964,1367,31,11,
17515,1367,1,12,0.1
17516,1367,2,12,0.1
17517,1367,3,12,0.1
17518,1367,4,12,0.1
17519,1367,5,12,0.1
17520,1367,6,12,0.1
17521,1367,7,12,0.1
17522,1367,8,12,0.1
17523,1367,9,12,0.1
17524,1367,10,12,0.1
17525,1367,11,12,0.1
17526,1367,12,12,0.1
17527,1367,13,12,0.1
17528,1367,14,12,0.1
17529,1367,15,12,0.1
17530,1367,16,12,0.1
17531,1367,17,12,0.1
17532,1367,18,12,0.1
17533,1367,19,12,0.1
17534,1367,20,12,0.1
17535,1367,21,12,0.1
17536,1367,22,12,0.1
17537,1367,23,12,0.1
17538,1367,24,12,0.1
17539,1367,25,12,0.1
17540,1367,26,12,0.1
17541,1367,27,12,0.1
17542,1367,28,12,0.1
17543,1367,29,12,0.1
17544,1367,30,12,
17545,1367,31,12,
155,1368,1,1,
156,1368,2,1,
157,1368,3,1,
158,1368,4,1,
159,1368,5,1,
160,1368,6,1,
161,1368,7,1,
162,1368,8,1,
163,1368,9,1,
164,1368,10,1,
165,1368,11,1,
166,1368,12,1,
167,1368,13,1,
168,1368,14,1,
169,1368,15,1,
170,1368,16,1,
171,1368,17,1,
172,1368,18,1,
173,1368,19,1,
174,1368,20,1,
175,1368,21,1,
176,1368,22,1,
177,1368,23,1,
178,1368,24,1,
179,1368,25,1,
180,1368,26,1,
181,1368,27,1,
182,1368,28,1,
183,1368,29,1,
184,1368,30,1,
185,1368,31,1,
1736,1368,1,2,1.1
1737,1368,2,2,2.2
1738,1368,3,2,3.2
1739,1368,4,2,1.1
1740,1368,5,2,3.2
1741,1368,6,2,6.8
1742,1368,7,2,6.6
1743,1368,8,2,6.6
1744,1368,9,2,6.6
1745,1368,10,2,5.8
1746,1368,11,2,5.8
1747,1368,12,2,4.5
1748,1368,13,2,2.1
1749,1368,14,2,3.2
1750,1368,15,2,3.7
1751,1368,16,2,4.5
1752,1368,17,2,3.2
1753,1368,18,2,3.7
1754,1368,19,2,3.2
1755,1368,20,2,4.4
1756,1368,21,2,3.6
1757,1368,22,2,3.8
1758,1368,23,2,3.1
1759,1368,24,2,5.6
1760,1368,25,2,9.5
1761,1368,26,2,1.1
1762,1368,27,2,4.1
1763,1368,28,2,9.1
1764,1368,29,2,3.4
1765,1368,30,2,8.9
1766,1368,31,2,8.0
3317,1368,1,3,6.8
3318,1368,2,3,6.8
3319,1368,3,3,6.8
3320,1368,4,3,3.8
3321,1368,5,3,5.7
3322,1368,6,3,6.8
3323,1368,7,3,10.2
3324,1368,8,3,10.2
3325,1368,9,3,10.2
3326,1368,10,3,10.2
3327,1368,11,3,10.2
3328,1368,12,3,10.2
3329,1368,13,3,11.3
3330,1368,14,3,10.2
3331,1368,15,3,11.3
3332,1368,16,3,10.2
3333,1368,17,3,8.0
3334,1368,18,3,9.1
3335,1368,19,3,6.5
3336,1368,20,3,8.0
3337,1368,21,3,10.2
3338,1368,22,3,10.2
3339,1368,23,3,11.3
3340,1368,24,3,8.0
3341,1368,25,3,8.0
3342,1368,26,3,9.1
3343,1368,27,3,9.1
3344,1368,28,3,8.0
3345,1368,29,3,9.1
3346,1368,30,3,6.8
3347,1368,31,3,9.1
4898,1368,1,4,6.8
4899,1368,2,4,8.0
4900,1368,3,4,9.1
4901,1368,4,4,6.8
4902,1368,5,4,9.1
4903,1368,6,4,9.1
4904,1368,7,4,6.8
4905,1368,8,4,9.1
4906,1368,9,4,9.1
4907,1368,10,4,5.7
4908,1368,11,4,5.4
4909,1368,12,4,6.8
4910,1368,13,4,6.8
4911,1368,14,4,8.0
4912,1368,15,4,8.0
4913,1368,16,4,8.0
4914,1368,17,4,7.1
4915,1368,18,4,10.2
4916,1368,19,4,9.1
4917,1368,20,4,11.3
4918,1368,21,4,9.1
4919,1368,22,4,9.1
4920,1368,23,4,8.0
4921,1368,24,4,10.2
4922,1368,25,4,11.3
4923,1368,26,4,11.3
4924,1368,27,4,12.6
4925,1368,28,4,12.6
4926,1368,29,4,12.6
4927,1368,30,4,12.6
4928,1368,31,4,12.6
6479,1368,1,5,11.3
6480,1368,2,5,11.3
6481,1368,3,5,11.3
6482,1368,4,5,10.2
6483,1368,5,5,12.6
6484,1368,6,5,11.3
6485,1368,7,5,10.2
6486,1368,8,5,10.2
6487,1368,9,5,9.1
6488,1368,10,5,9.1
6489,1368,11,5,9.1
6490,1368,12,5,9.1
6491,1368,13,5,10.2
6492,1368,14,5,10.2
6493,1368,15,5,10.2
6494,1368,16,5,8.0
6495,1368,17,5,8.0
6496,1368,18,5,8.0
6497,1368,19,5,8.0
6498,1368,20,5,9.1
6499,1368,21,5,9.1
6500,1368,22,5,10.2
6501,1368,23,5,10.2
6502,1368,24,5,9.1
6503,1368,25,5,9.1
6504,1368,26,5,9.1
6505,1368,27,5,9.1
6506,1368,28,5,8.0
6507,1368,29,5,7.1
6508,1368,30,5,9.1
6509,1368,31,5,8.0
8060,1368,1,6,8.0
8061,1368,2,6,8.0
8062,1368,3,6,8.0
8063,1368,4,6,6.8
8064,1368,5,6,6.0
8065,1368,6,6,6.8
8066,1368,7,6,8.0
8067,1368,8,6,8.0
8068,1368,9,6,6.8
8069,1368,10,6,8.0
8070,1368,11,6,6.8
8071,1368,12,6,6.8
8072,1368,13,6,8.0
8073,1368,14,6,8.0
8074,1368,15,6,6.8
8075,1368,16,6,8.0
8076,1368,17,6,9.1
8077,1368,18,6,9.1
8078,1368,19,6,8.0
8079,1368,20,6,8.0
8080,1368,21,6,8.0
8081,1368,22,6,8.0
8082,1368,23,6,8.0
8083,1368,24,6,9.1
8084,1368,25,6,6.8
8085,1368,26,6,6.8
8086,1368,27,6,6.8
8087,1368,28,6,6.8
8088,1368,29,6,8.0
8089,1368,30,6,8.0
8090,1368,31,6,6.8
9641,1368,1,7,3.4
9642,1368,2,7,5.7
9643,1368,3,7,6.8
9644,1368,4,7,6.8
9645,1368,5,7,8.0
9646,1368,6,7,6.8
9647,1368,7,7,6.8
9648,1368,8,7,5.7
9649,1368,9,7,6.8
9650,1368,10,7,8.0
9651,1368,11,7,8.0
9652,1368,12,7,6.8
9653,1368,13,7,6.8
9654,1368,14,7,6.8
9655,1368,15,7,6.8
9656,1368,16,7,5.7
9657,1368,17,7,5.7
9658,1368,18,7,5.7
9659,1368,19,7,5.7
9660,1368,20,7,5.7
9661,1368,21,7,5.7
9662,1368,22,7,5.7
9663,1368,23,7,4.5
9664,1368,24,7,3.4
9665,1368,25,7,3.4
9666,1368,26,7,5.7
9667,1368,27,7,3.4
9668,1368,28,7,7.4
9669,1368,29,7,4.2
9670,1368,30,7,3.4
9671,1368,31,7,
11222,1368,1,8,3.4
11223,1368,2,8,1.1
11224,1368,3,8,3.4
11225,1368,4,8,3.4
11226,1368,5,8,6.1
11227,1368,6,8,3.8
11228,1368,7,8,1.6
11229,1368,8,8,1.8
11230,1368,9,8,3.6
11231,1368,10,8,3.4
11232,1368,11,8,3.4
11233,1368,12,8,3.4
11234,1368,13,8,3.4
11235,1368,14,8,3.4
11236,1368,15,8,3.4
11237,1368,16,8,3.4
11238,1368,17,8,3.4
11239,1368,18,8,3.4
11240,1368,19,8,3.4
11241,1368,20,8,5.3
11242,1368,21,8,1.1
11243,1368,22,8,2.3
11244,1368,23,8,2.6
11245,1368,24,8,3.4
11246,1368,25,8,2.3
11247,1368,26,8,3.4
11248,1368,27,8,3.4
11249,1368,28,8,1.1
11250,1368,29,8,
11251,1368,30,8,
11252,1368,31,8,
